district_no,district_name,district_name_french,party_affiliation,party_affiliation_french,last_name,first_name,middle_initial,votes_for
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Liberal Party of Canada,Parti libéral du Canada,Clement,Bernadette,,
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Green Party of Canada,Le Parti Vert du Canada,Kennedy,Elaine,,
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Conservative Party of Canada,Parti conservateur du Canada,Lauzon,Guy,,
35103,Sudbury,Sudbury,Independent,Indépendant,Audet,Jean-Raymond,,
35103,Sudbury,Sudbury,Liberal Party of Canada,Parti libéral du Canada,Lefebvre,Paul,,
35103,Sudbury,Sudbury,New Democratic Party,Nouveau Parti démocratique,Loewenberg,Paul,,
35103,Sudbury,Sudbury,Independent,Indépendant,Popescu,J. David,,
35103,Sudbury,Sudbury,Green Party of Canada,Le Parti Vert du Canada,Robinson,David,,
35103,Sudbury,Sudbury,Communist Party of Canada,Parti communiste du Canada,Rowley,Elizabeth,,
35103,Sudbury,Sudbury,Conservative Party of Canada,Parti conservateur du Canada,Slade,Fred,,
35104,Thornhill,Thornhill,Libertarian Party of Canada,Parti Libertarien du Canada,Balfour,Gene,,
35104,Thornhill,Thornhill,New Democratic Party,Nouveau Parti démocratique,Cherry,Lorne,,
35104,Thornhill,Thornhill,Liberal Party of Canada,Parti libéral du Canada,Coldham,Nancy,,
35104,Thornhill,Thornhill,Seniors Party of Canada,Parti des aînés du Canada,Fairbairn,Margaret Leigh,,
35104,Thornhill,Thornhill,Conservative Party of Canada,Parti conservateur du Canada,Kent,Peter,,
35104,Thornhill,Thornhill,Green Party of Canada,Le Parti Vert du Canada,Rachlis,Josh,,
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Conservative Party of Canada,Parti conservateur du Canada,Comuzzi,Moe,,
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Green Party of Canada,Le Parti Vert du Canada,Radbourne,Christy,,
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,New Democratic Party,Nouveau Parti démocratique,Rafferty,John,,
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Liberal Party of Canada,Parti libéral du Canada,Rusnak,Don,,
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,New Democratic Party,Nouveau Parti démocratique,Foulds,Andrew,,
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,Liberal Party of Canada,Parti libéral du Canada,Hajdu,Patty,,
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,Conservative Party of Canada,Parti conservateur du Canada,Harvey,Richard,,
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,Green Party of Canada,Le Parti Vert du Canada,Hyer,Bruce,,
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,Independent,Indépendant,Skaf,Robert,,
35107,Timmins--James Bay,Timmins--Baie James,New Democratic Party,Nouveau Parti démocratique,Angus,Charlie,,
35107,Timmins--James Bay,Timmins--Baie James,Conservative Party of Canada,Parti conservateur du Canada,Curley,John P.,,
35107,Timmins--James Bay,Timmins--Baie James,Green Party of Canada,Le Parti Vert du Canada,Kennedy,Max,,
35107,Timmins--James Bay,Timmins--Baie James,Liberal Party of Canada,Parti libéral du Canada,Lever,Todd,,
35108,Toronto Centre,Toronto-Centre,Communist Party of Canada,Parti communiste du Canada,Ahmad,Mariam,,
35108,Toronto Centre,Toronto-Centre,Green Party of Canada,Le Parti Vert du Canada,Biggin,Colin,,
35108,Toronto Centre,Toronto-Centre,Conservative Party of Canada,Parti conservateur du Canada,Di Battista,Julian,,
35108,Toronto Centre,Toronto-Centre,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Fernandez,Philip,,
35108,Toronto Centre,Toronto-Centre,New Democratic Party,Nouveau Parti démocratique,McQuaig,Linda,,
35108,Toronto Centre,Toronto-Centre,Liberal Party of Canada,Parti libéral du Canada,Morneau,Bill,,
35108,Toronto Centre,Toronto-Centre,Independent,Indépendant,Stone,Jordan,,
35109,Toronto--Danforth,Toronto--Danforth,Animal Alliance Environment Voters Party of Canada,Animal Alliance Environment Voters Party of Canada,Abbott,Elizabeth,,
35109,Toronto--Danforth,Toronto--Danforth,Liberal Party of Canada,Parti libéral du Canada,Dabrusin,Julie,,
35109,Toronto--Danforth,Toronto--Danforth,Conservative Party of Canada,Parti conservateur du Canada,Dichter,Benjamin,,
35109,Toronto--Danforth,Toronto--Danforth,Progressive Canadian Party,Parti Progressiste Canadien,Richardson,John,,
35109,Toronto--Danforth,Toronto--Danforth,New Democratic Party,Nouveau Parti démocratique,Scott,Craig,,
35109,Toronto--Danforth,Toronto--Danforth,Green Party of Canada,Le Parti Vert du Canada,Tolley,Chris,,
35110,University--Rosedale,University--Rosedale,The Bridge Party of Canada,Parti pour nouer des liens entre Canadiens,Berlin,David,,
35110,University--Rosedale,University--Rosedale,Liberal Party of Canada,Parti libéral du Canada,Freeland,Chrystia,,
35110,University--Rosedale,University--Rosedale,Communist Party of Canada,Parti communiste du Canada,Garvie,Drew,,
35110,University--Rosedale,University--Rosedale,New Democratic Party,Nouveau Parti démocratique,Hollett,Jennifer,,
35110,University--Rosedale,University--Rosedale,Conservative Party of Canada,Parti conservateur du Canada,Jivraj,Karim,,
35110,University--Rosedale,University--Rosedale,Animal Alliance Environment Voters Party of Canada,Animal Alliance Environment Voters Party of Canada,Luisi,Simon,,
35110,University--Rosedale,University--Rosedale,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Rutchinski,Steve,,
35110,University--Rosedale,University--Rosedale,Libertarian Party of Canada,Parti Libertarien du Canada,Waslowski,Jesse,,
35110,University--Rosedale,University--Rosedale,Green Party of Canada,Le Parti Vert du Canada,Wright,Nick,,
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,Green Party of Canada,Le Parti Vert du Canada,Boulanger,Elise,,
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,Conservative Party of Canada,Parti conservateur du Canada,Fantino,Julian,,
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,Libertarian Party of Canada,Parti Libertarien du Canada,Gualtieri,Anthony,,
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,Liberal Party of Canada,Parti libéral du Canada,Sorbara,Francesco,,
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,New Democratic Party,Nouveau Parti démocratique,Zichy,Adriana Marie,,
35112,Waterloo,Waterloo,Conservative Party of Canada,Parti conservateur du Canada,Braid,Peter,,
35112,Waterloo,Waterloo,Liberal Party of Canada,Parti libéral du Canada,Chagger,Bardish,,
35112,Waterloo,Waterloo,New Democratic Party,Nouveau Parti démocratique,Freeman,Diane,,
35112,Waterloo,Waterloo,Animal Alliance Environment Voters Party of Canada,Animal Alliance Environment Voters Party of Canada,Hawley-Yan,Emma,,
35112,Waterloo,Waterloo,Green Party of Canada,Le Parti Vert du Canada,Walsh,Richard,,
35113,Wellington--Halton Hills,Wellington--Halton Hills,Canadian Action Party,Parti action canadienne,Anstey,Harvey Edward,,
35113,Wellington--Halton Hills,Wellington--Halton Hills,Green Party of Canada,Le Parti Vert du Canada,Bouteiller,Brent Allan,,
35113,Wellington--Halton Hills,Wellington--Halton Hills,Conservative Party of Canada,Parti conservateur du Canada,Chong,Michael,,
35113,Wellington--Halton Hills,Wellington--Halton Hills,New Democratic Party,Nouveau Parti démocratique,Gajerski-Cauley,Anne,,
35113,Wellington--Halton Hills,Wellington--Halton Hills,Liberal Party of Canada,Parti libéral du Canada,Trant,Don,,
35114,Whitby,Whitby,Liberal Party of Canada,Parti libéral du Canada,Caesar-Chavannes,Celina,,
35114,Whitby,Whitby,Green Party of Canada,Le Parti Vert du Canada,Cameron,Craig,,
35114,Whitby,Whitby,New Democratic Party,Nouveau Parti démocratique,Kelly,Ryan,,
35114,Whitby,Whitby,Independent,Indépendant,O'Connor,Jon,,
35114,Whitby,Whitby,Conservative Party of Canada,Parti conservateur du Canada,Perkins,Pat,,
35115,Willowdale,Willowdale,Independent,Indépendant,Ahluwalia,Birinder Singh,,
35115,Willowdale,Willowdale,Green Party of Canada,Le Parti Vert du Canada,Arruda,James,,
35115,Willowdale,Willowdale,Liberal Party of Canada,Parti libéral du Canada,Ehsassi,Ali,,
35115,Willowdale,Willowdale,Conservative Party of Canada,Parti conservateur du Canada,Leung,Chungsen,,
35115,Willowdale,Willowdale,New Democratic Party,Nouveau Parti démocratique,Tabasinejad,Pouyan,,
35116,Windsor--Tecumseh,Windsor--Tecumseh,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Chesnik,Laura,,
35116,Windsor--Tecumseh,Windsor--Tecumseh,Conservative Party of Canada,Parti conservateur du Canada,Gignac,Jo-Anne,,
35116,Windsor--Tecumseh,Windsor--Tecumseh,New Democratic Party,Nouveau Parti démocratique,Hardcastle,Cheryl,,
35116,Windsor--Tecumseh,Windsor--Tecumseh,Green Party of Canada,Le Parti Vert du Canada,Momotiuk,David,,
35116,Windsor--Tecumseh,Windsor--Tecumseh,Liberal Party of Canada,Parti libéral du Canada,Schiller,Frank,,
35117,Windsor West,Windsor-Ouest,Green Party of Canada,Le Parti Vert du Canada,LaRussa,Cora,,
35117,Windsor West,Windsor-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Lau,Henry,,
35117,Windsor West,Windsor-Ouest,New Democratic Party,Nouveau Parti démocratique,Masse,Brian,,
35117,Windsor West,Windsor-Ouest,Liberal Party of Canada,Parti libéral du Canada,Sundin,Dave,,
35117,Windsor West,Windsor-Ouest,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Villamizar,Margaret,,
35118,York Centre,York-Centre,Conservative Party of Canada,Parti conservateur du Canada,Adler,Mark,,
35118,York Centre,York-Centre,New Democratic Party,Nouveau Parti démocratique,Berman,Hal,,
35118,York Centre,York-Centre,Green Party of Canada,Le Parti Vert du Canada,Kritsonis,Constantine,,
35118,York Centre,York-Centre,Liberal Party of Canada,Parti libéral du Canada,Levitt,Michael,,
35119,York--Simcoe,York--Simcoe,New Democratic Party,Nouveau Parti démocratique,Gerl,Sylvia,,
35119,York--Simcoe,York--Simcoe,Liberal Party of Canada,Parti libéral du Canada,Tanaka,Shaun,,
35119,York--Simcoe,York--Simcoe,Conservative Party of Canada,Parti conservateur du Canada,Van Loan,Peter,,
35119,York--Simcoe,York--Simcoe,Green Party of Canada,Le Parti Vert du Canada,Viitala,Mark,,
35120,York South--Weston,York-Sud--Weston,Liberal Party of Canada,Parti libéral du Canada,Hussen,Ahmed,,
35120,York South--Weston,York-Sud--Weston,Green Party of Canada,Le Parti Vert du Canada,Johnson,John,,
35120,York South--Weston,York-Sud--Weston,Libertarian Party of Canada,Parti Libertarien du Canada,Lepone,Stephen,,
35120,York South--Weston,York-Sud--Weston,Conservative Party of Canada,Parti conservateur du Canada,Robinson,James,,
35120,York South--Weston,York-Sud--Weston,New Democratic Party,Nouveau Parti démocratique,Sullivan,Mike,,
35121,Humber River--Black Creek,Humber River--Black Creek,New Democratic Party,Nouveau Parti démocratique,Harris,Darnel,,
35121,Humber River--Black Creek,Humber River--Black Creek,Green Party of Canada,Le Parti Vert du Canada,Jarrett,Keith,,
35121,Humber River--Black Creek,Humber River--Black Creek,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Nugent,Christine,,
35121,Humber River--Black Creek,Humber River--Black Creek,Liberal Party of Canada,Parti libéral du Canada,Sgro,Judy,,
35121,Humber River--Black Creek,Humber River--Black Creek,Conservative Party of Canada,Parti conservateur du Canada,Vandenberg,Kerry,,
46001,Brandon--Souris,Brandon--Souris,Conservative Party of Canada,Parti conservateur du Canada,Maguire,Larry,,
46001,Brandon--Souris,Brandon--Souris,Green Party of Canada,Le Parti Vert du Canada,Neufeld,David,,
46001,Brandon--Souris,Brandon--Souris,New Democratic Party,Nouveau Parti démocratique,Wastasecoot,Melissa Joy,,
46001,Brandon--Souris,Brandon--Souris,Liberal Party of Canada,Parti libéral du Canada,Wyman,Jodi,,
46002,Charleswood--St. James--Assiniboia--Headingley,Charleswood--St. James--Assiniboia--Headingley,Liberal Party of Canada,Parti libéral du Canada,Eyolfson,Doug,,
46002,Charleswood--St. James--Assiniboia--Headingley,Charleswood--St. James--Assiniboia--Headingley,Conservative Party of Canada,Parti conservateur du Canada,Fletcher,Steven,,
46002,Charleswood--St. James--Assiniboia--Headingley,Charleswood--St. James--Assiniboia--Headingley,Green Party of Canada,Le Parti Vert du Canada,Nichols,Kevin,,
46002,Charleswood--St. James--Assiniboia--Headingley,Charleswood--St. James--Assiniboia--Headingley,New Democratic Party,Nouveau Parti démocratique,Paulley,Tom,,
46003,Churchill--Keewatinook Aski,Churchill--Keewatinook Aski,New Democratic Party,Nouveau Parti démocratique,Ashton,Niki,,
46003,Churchill--Keewatinook Aski,Churchill--Keewatinook Aski,Liberal Party of Canada,Parti libéral du Canada,Chartrand,Rebecca,,
46003,Churchill--Keewatinook Aski,Churchill--Keewatinook Aski,Green Party of Canada,Le Parti Vert du Canada,Hastmann,August,,
46003,Churchill--Keewatinook Aski,Churchill--Keewatinook Aski,Libertarian Party of Canada,Parti Libertarien du Canada,Linnick,Zachary,,
46003,Churchill--Keewatinook Aski,Churchill--Keewatinook Aski,Conservative Party of Canada,Parti conservateur du Canada,Mirecki,Kyle G.,,
46004,Dauphin--Swan River--Neepawa,Dauphin--Swan River--Neepawa,New Democratic Party,Nouveau Parti démocratique,Lewycky,Laverne M.,,
46004,Dauphin--Swan River--Neepawa,Dauphin--Swan River--Neepawa,Independent,Indépendant,Mark,Inky,,
46004,Dauphin--Swan River--Neepawa,Dauphin--Swan River--Neepawa,Liberal Party of Canada,Parti libéral du Canada,Piché,Ray,,
46004,Dauphin--Swan River--Neepawa,Dauphin--Swan River--Neepawa,Conservative Party of Canada,Parti conservateur du Canada,Sopuck,Robert,,
46004,Dauphin--Swan River--Neepawa,Dauphin--Swan River--Neepawa,Green Party of Canada,Le Parti Vert du Canada,Storey,Kate,,
46005,Elmwood--Transcona,Elmwood--Transcona,New Democratic Party,Nouveau Parti démocratique,Blaikie,Daniel,,
46005,Elmwood--Transcona,Elmwood--Transcona,Green Party of Canada,Le Parti Vert du Canada,Parke,Kim,,
46005,Elmwood--Transcona,Elmwood--Transcona,Liberal Party of Canada,Parti libéral du Canada,Richardson-Lipon,Andrea,,
46005,Elmwood--Transcona,Elmwood--Transcona,Conservative Party of Canada,Parti conservateur du Canada,Toet,Lawrence,,
46006,Kildonan--St. Paul,Kildonan--St. Paul,Conservative Party of Canada,Parti conservateur du Canada,Bell,Jim,,
46006,Kildonan--St. Paul,Kildonan--St. Paul,Independent,Indépendant,Hiebert,Eduard Walter,,
46006,Kildonan--St. Paul,Kildonan--St. Paul,New Democratic Party,Nouveau Parti démocratique,Hrynyk,Suzanne,,
46006,Kildonan--St. Paul,Kildonan--St. Paul,Liberal Party of Canada,Parti libéral du Canada,Mihychuk,MaryAnn,,
46006,Kildonan--St. Paul,Kildonan--St. Paul,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Reimer,David,,
46006,Kildonan--St. Paul,Kildonan--St. Paul,Green Party of Canada,Le Parti Vert du Canada,Stairs,Steven,,
46007,Portage--Lisgar,Portage--Lisgar,Conservative Party of Canada,Parti conservateur du Canada,Bergen,Candice,,
46007,Portage--Lisgar,Portage--Lisgar,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Dondo,Jerome,,
46007,Portage--Lisgar,Portage--Lisgar,Green Party of Canada,Le Parti Vert du Canada,Eert,Beverley,,
46007,Portage--Lisgar,Portage--Lisgar,New Democratic Party,Nouveau Parti démocratique,Harder,Dean,,
46007,Portage--Lisgar,Portage--Lisgar,Liberal Party of Canada,Parti libéral du Canada,Werbiski,Ken,,
46008,Provencher,Provencher,Conservative Party of Canada,Parti conservateur du Canada,Falk,Ted,,
46008,Provencher,Provencher,Liberal Party of Canada,Parti libéral du Canada,Hayward,Terry,,
46008,Provencher,Provencher,New Democratic Party,Nouveau Parti démocratique,Lilley,Les,,
46008,Provencher,Provencher,Green Party of Canada,Le Parti Vert du Canada,Wheeldon,Jeff,,
46009,Saint Boniface--Saint Vital,Saint-Boniface--Saint-Vital,Conservative Party of Canada,Parti conservateur du Canada,Catellier,François,,
46009,Saint Boniface--Saint Vital,Saint-Boniface--Saint-Vital,New Democratic Party,Nouveau Parti démocratique,Selby,Erin,,
46009,Saint Boniface--Saint Vital,Saint-Boniface--Saint-Vital,Liberal Party of Canada,Parti libéral du Canada,Vandal,Dan,,
46009,Saint Boniface--Saint Vital,Saint-Boniface--Saint-Vital,Green Party of Canada,Le Parti Vert du Canada,Zaretski,Glenn,,
46010,Selkirk--Interlake--Eastman,Selkirk--Interlake--Eastman,Conservative Party of Canada,Parti conservateur du Canada,Bezan,James,,
46010,Selkirk--Interlake--Eastman,Selkirk--Interlake--Eastman,New Democratic Party,Nouveau Parti démocratique,Chief,Deborah,,
46010,Selkirk--Interlake--Eastman,Selkirk--Interlake--Eastman,Libertarian Party of Canada,Parti Libertarien du Canada,Grant,Donald L.,,
46010,Selkirk--Interlake--Eastman,Selkirk--Interlake--Eastman,Green Party of Canada,Le Parti Vert du Canada,James,Wayne,,
46010,Selkirk--Interlake--Eastman,Selkirk--Interlake--Eastman,Liberal Party of Canada,Parti libéral du Canada,Levy,Joanne,,
46011,Winnipeg Centre,Winnipeg-Centre,New Democratic Party,Nouveau Parti démocratique,Martin,Pat,,
46011,Winnipeg Centre,Winnipeg-Centre,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Miller,Scott,,
46011,Winnipeg Centre,Winnipeg-Centre,Liberal Party of Canada,Parti libéral du Canada,Ouellette,Robert-Falcon,,
46011,Winnipeg Centre,Winnipeg-Centre,Communist Party of Canada,Parti communiste du Canada,Rankin,Darrell,,
46011,Winnipeg Centre,Winnipeg-Centre,Conservative Party of Canada,Parti conservateur du Canada,Szarkiewicz,Allie,,
46011,Winnipeg Centre,Winnipeg-Centre,Green Party of Canada,Le Parti Vert du Canada,Woodstock,Don,,
46012,Winnipeg North,Winnipeg-Nord,New Democratic Party,Nouveau Parti démocratique,Abad,Levy,,
46012,Winnipeg North,Winnipeg-Nord,Liberal Party of Canada,Parti libéral du Canada,Lamoureux,Kevin,,
46012,Winnipeg North,Winnipeg-Nord,Green Party of Canada,Le Parti Vert du Canada,Redekopp,John,,
46012,Winnipeg North,Winnipeg-Nord,Conservative Party of Canada,Parti conservateur du Canada,Turka,Harpreet,,
46013,Winnipeg South,Winnipeg-Sud,Liberal Party of Canada,Parti libéral du Canada,Duguid,Terry,,
46013,Winnipeg South,Winnipeg-Sud,Conservative Party of Canada,Parti conservateur du Canada,Giesbrecht,Gordon,,
46013,Winnipeg South,Winnipeg-Sud,New Democratic Party,Nouveau Parti démocratique,Goertzen,Brianne,,
46013,Winnipeg South,Winnipeg-Sud,Green Party of Canada,Le Parti Vert du Canada,Smith,Adam,,
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Conservative Party of Canada,Parti conservateur du Canada,Bateman,Joyce,,
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Liberal Party of Canada,Parti libéral du Canada,Carr,Jim,,
